DataName,SchoolName1,SchoolName2,NumSHSATTestTakers,NumSpecializedOffers,OffersPerStudent,PctBlackOrHispanic,Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
BROOKLYN SCHOLARS CHARTER SCHOOL,,Brooklyn Scholars Charter School,26,0,0,91%,,,,BROOKLYN SCHOLARS CHARTER SCHOOL,331900860958.0,19.0,40.669455,-73.867298,"2635 LINDEN BLVD BROOKLYN, NY 11208",BROOKLYN,11208.0,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.71,"$33,468.70 ",1%,6%,69%,23%,92%,0%,95%,12%,87%,Approaching Target,88%,Meeting Target,83%,Meeting Target,84%,Meeting Target,89%,Exceeding Target,92%,Meeting Target,Meeting Target,2.45,2.73,81.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,81.0,28.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,10.0,77.0,10.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0,77.0,16.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,10.0,78.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,78.0,8.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,78.0,13.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,9.0,77.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXPLORE EMPOWER CHARTER SCHOOL,,Explore Empower Charter School,26,0,0,96%,,,,EXPLORE EMPOWER CHARTER SCHOOL,331700860950.0,17.0,40.672706,-73.92893000000001,"188 ROCHESTER AVE BROOKLYN, NY 11213",BROOKLYN,11213.0,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.78,"$35,280.22 ",4%,1%,89%,8%,97%,1%,94%,17%,80%,Approaching Target,72%,Approaching Target,80%,Approaching Target,56%,Not Meeting Target,83%,Approaching Target,75%,Not Meeting Target,Approaching Target,2.28,2.37,54.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,56.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,,Hebrew Language Academy Charter School,26,0,0,53%,,,,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,332200860955.0,22.0,40.611413,-73.913977,"2186 MILL AVE BROOKLYN, NY 11234",BROOKLYN,11234.0,"0K,01,02,03,04,05",0K,05,No,0.46299999999999997,"$57,595.61 ",8%,1%,40%,4%,44%,54%,95%,10%,98%,Exceeding Target,96%,Exceeding Target,97%,Exceeding Target,90%,Exceeding Target,88%,Meeting Target,95%,Exceeding Target,Meeting Target,2.73,3.25,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,24.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,12.0,65.0,18.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,7.0,69.0,31.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,12.0,67.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,67.0,13.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,3.0,77.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,80.0,11.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,,Bedford Stuyvesant New Beginnings Charter School,26,0,0,98%,,,,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,331600860971.0,16.0,40.694681,-73.937742,"82 LEWIS AVE BROOKLYN, NY 11206",BROOKLYN,11206.0,"0K,01,02,03,04,05",0K,05,No,0.789,"$33,933.08 ",8%,0%,62%,35%,98%,1%,95%,19%,84%,Approaching Target,82%,Approaching Target,82%,Meeting Target,74%,Approaching Target,84%,Meeting Target,86%,Approaching Target,Approaching Target,2.4,2.53,76.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,76.0,16.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,74.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,,Democracy Prep Endurance Charter School,26,0,0,96%,,,,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,310500861001.0,5.0,40.810555,-73.948862,"250 W 127TH ST NEW YORK, NY 10027",NEW YORK,10027.0,"06,07,08",06,08,No,0.755,,6%,0%,66%,31%,98%,1%,94%,19%,97%,Exceeding Target,99%,Exceeding Target,88%,Exceeding Target,97%,Exceeding Target,83%,Meeting Target,95%,Exceeding Target,Exceeding Target,2.6,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,8.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,8.0,105.0,20.0,0.0,13.0,5.0,0.0,0.0,0.0,1.0,17.0,97.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,97.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,6.0,108.0,16.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,13.0,85.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
GROWING UP GREEN CHARTER SCHOOL,,Growing Up Green Charter School,26,0,0,49%,,,,GROWING UP GREEN CHARTER SCHOOL,343000860952.0,30.0,40.753116,-73.935701,"39-27 28TH ST LONG ISLAND CITY, NY 11101",LONG ISLAND CITY,11101.0,"0K,01,02,03,04,05",0K,05,No,0.507,"$49,432.69 ",9%,15%,12%,36%,48%,32%,100%,0%,81%,Approaching Target,85%,Meeting Target,89%,Meeting Target,83%,Meeting Target,90%,Exceeding Target,93%,Exceeding Target,Meeting Target,2.67,2.99,86.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,86.0,21.0,0.0,0.0,5.0,2.0,13.0,1.0,0.0,8.0,84.0,10.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,5.0,83.0,17.0,0.0,0.0,3.0,4.0,9.0,0.0,0.0,5.0,84.0,14.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,2.0,85.0,24.0,0.0,0.0,10.0,6.0,8.0,0.0,0.0,7.0,82.0,7.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,82.0,17.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,7.0,90.0,10.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,90.0,9.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW WORLD PREPARATORY CHARTER SCHOOL,,New World Preparatory Charter School,26,0,0,93%,,,,NEW WORLD PREPARATORY CHARTER SCHOOL,353100860984.0,31.0,40.639517,-74.13707099999999,"26 SHAPE AVE STATEN ISLAND, NY 10302",STATEN ISLAND,10302.0,"06,07,08",06,08,No,0.73,,11%,2%,35%,59%,94%,3%,95%,14%,91%,Meeting Target,94%,Exceeding Target,82%,Meeting Target,91%,Exceeding Target,83%,Meeting Target,93%,Meeting Target,Exceeding Target,2.45,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,9.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,8.0,131.0,14.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,13.0,132.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,132.0,11.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,117.0,13.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,10.0,116.0,12.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,10.0
AMERICAN DREAM CHARTER SCHOOL,,American Dream Charter School,26,0,0,99%,,,,AMERICAN DREAM CHARTER SCHOOL,320700861062.0,7.0,40.809065000000004,-73.91752,"510 E 141ST ST-4TH FL BRONX, NY 10454",BRONX,10454.0,"06,07,08",06,08,No,0.84,,27%,0%,7%,91%,98%,1%,97%,6%,99%,,99%,,87%,,94%,,92%,,97%,,,2.38,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,80.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,81.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.S. 319 - MARIA TERESA,Middle School 319,The Maria Teresa School,27,0,0,99%,,,,M.S. 319 - MARIA TERESA,310600010319.0,6.0,40.839408,-73.935772,"21 JUMEL PL NEW YORK, NY 10032",NEW YORK,10032.0,"06,07,08",06,08,No,0.838,,31%,0%,5%,93%,98%,1%,94%,18%,94%,Exceeding Target,92%,Exceeding Target,92%,Exceeding Target,88%,Meeting Target,88%,Exceeding Target,93%,Meeting Target,Meeting Target,2.22,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,124.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,165.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,165.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,138.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,143.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
I.S. 339,,Intermediate School 339,27,0,0,97%,,,,I.S. 339,320900010339.0,9.0,40.840589,-73.90454,"1600 WEBSTER AVE BRONX, NY 10457",BRONX,10457.0,"06,07,08",06,08,Yes,0.9129999999999999,,28%,1%,28%,70%,98%,1%,91%,31%,82%,Approaching Target,75%,Approaching Target,77%,Approaching Target,66%,Not Meeting Target,77%,Approaching Target,77%,Not Meeting Target,Approaching Target,2.05,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,153.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,147.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,Public School X15,The Institute for Environmental Learning School,27,0,0,98%,,,,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,321000010015.0,10.0,40.859165000000004,-73.909733,"2195 ANDREWS AVE BRONX, NY 10453",BRONX,10453.0,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.852,"$28,779.66 ",7%,1%,13%,85%,98%,0%,95%,16%,86%,Approaching Target,86%,Meeting Target,85%,Meeting Target,79%,Meeting Target,84%,Meeting Target,91%,Meeting Target,Exceeding Target,2.57,2.84,54.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,53.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,53.0,11.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,48.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,48.0,12.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,6.0,62.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,62.0,12.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,62.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,62.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,52.0,8.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,5.0,52.0,15.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,10.0
IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),Middle School/High School 368,The In-Tech Academy School,27,0,0,90%,,,,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),321000010368.0,10.0,40.87956,-73.909674,"2975 TIBBETTS AVE BRONX, NY 10463",BRONX,10463.0,"06,07,08,09,10,11,12",06,12,No,0.7490000000000001,,15%,4%,10%,82%,91%,4%,94%,22%,77%,Approaching Target,73%,Approaching Target,81%,Meeting Target,64%,Not Meeting Target,71%,Approaching Target,84%,Approaching Target,Meeting Target,2.37,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,15.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,14.0,128.0,19.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,17.0,157.0,13.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,9.0,164.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,143.0,8.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.S. 035 STEPHEN DECATUR,Middle School 35,The Stephen Decatur School,27,0,0,96%,,,,M.S. 035 STEPHEN DECATUR,331600010035.0,16.0,40.681708,-73.935722,"272 MCDONOUGH ST BROOKLYN, NY 11233",BROOKLYN,11233.0,"06,07,08",06,08,No,0.7509999999999999,,1%,1%,85%,14%,98%,0%,92%,28%,97%,Exceeding Target,97%,Meeting Target,93%,Exceeding Target,92%,Exceeding Target,94%,Exceeding Target,96%,Exceeding Target,Exceeding Target,2.41,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REDWOOD MIDDLE SCHOOL,,Redwood Middle School,27,0,0,77%,,,,REDWOOD MIDDLE SCHOOL,342800010332.0,28.0,40.675061,-73.77561,"133-25 GUY R BREWER BLVD JAMAICA, NY 11434",JAMAICA,11434.0,"06,07,08",06,08,No,0.578,,2%,9%,77%,8%,85%,1%,94%,19%,91%,,99%,,91%,,98%,,85%,,98%,,,2.37,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,102.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,93.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,93.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S./I.S. 268,,Public School/Intermediate School 268,27,0,0,61%,,,,P.S./I.S. 268,342900010268.0,29.0,40.707652,-73.785219,"92-07 175TH ST JAMAICA, NY 11433",JAMAICA,11433.0,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.65,"$47,432.34 ",8%,27%,34%,27%,61%,2%,94%,16%,91%,Meeting Target,83%,Meeting Target,88%,Meeting Target,73%,Approaching Target,78%,Approaching Target,82%,Approaching Target,Meeting Target,2.69,2.71,74.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,10.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,46.0,10.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,7.0,45.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,61.0,9.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,8.0,61.0,8.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,8.0,61.0,9.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,7.0,61.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,68.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,33.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
